name,sku,cost,manufacturer,bullets,Image_URL,description,Specsheet_URL,Warranty_URL,Manual_URL
HiLo JACK-4S Standard Pallet Jack - 4400 lb Capacity,JACK-4S,269,HILO,"
                            <ul>
<li>Heavy duty pallet jack</li>
<li>Size: 27""W x 45""L</li>
<li>Maximum fork height: 7.5""(190 mm)</li>
<li>Lowest fork height: 2.95""(75 mm)</li>
<li>2.75"" double polyurethane fork wheels</li>
<li>6.3"" Polyurethane steering wheels</li>
<li>4400 lbs loading capacity</li>
<li>3-Position ergonomically designed handle</li>
<li>Integrated hydraulic cylinder</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/products/manual-pallet-lift_1_9e861ba9-3096-4d69-8d06-c1712a4d818b_130x.jpg?v=1661132953,"
      The HiLO manual pallet jack comes with 6.3 polyurethane steer wheels and 2.75"" polyurethane front rollers to allow smooth pallet entry. Complete with 3-position ergonomic handle, the easy pump simply lifts the pallet to allow relocation swiftly and efficiently. 
    ",https://usr-content.s3.us-east-2.amazonaws.com/hilo/jack-4s-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/hilo/hilo-warranty.pdf,https://usrbrands.com/products/hilo-jack-4s-standard-pallet-jack-4400-lb-capacity
"HiLo 3300 Lb. Electric ForkLift Stacker with 98"" Lift Height - 115V",,,HILO,"
                            <ul>
<li>Electric ForkLift Stacker</li>
<li>Standard 115V Electrical</li>
<li>Hauls up to 3300 lb. Capacity</li>
<li>Powerful 24V / 90 Ah Battery</li>
<li>Ergonomic Handle and Controls</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/products/HILO-ES_130x.jpg?v=1661132503,"
      This HILO-ES electric powered forklift stacker is capable of handling loads up to 3300 lb. and maximum lifting height 98"", suitable for stacking and storing pallets within racking or anywhere requiring fast work.
    ",https://usr-content.s3.us-east-2.amazonaws.com/hilo/hilo-es-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/hilo/hilo-warranty.pdf,https://usrbrands.com/products/hilo-3300-lb-electric-forklift-stacker-with-98-lift-height-115v
"Magister E100 STILO 220V Third Group Automatic Espresso Machine with Steam Wand, 5400W",E100,,MAGISTER,"
                            <ul>
<li>Manufactured in Italy</li>
<li>Second Group Espresso Machine</li>
<li>Automatic, Programmable Dosage</li>
<li>Included Steam Wand</li>
<li>4.5 Gallon Boiler Capacity</li>
<li>Fits Tall 5.3"" High Cups</li>
<li>220V, 5400 Watts</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/products/magister-es100_1_130x.jpg?v=1667535556,"
      Magister's Italian made SILO series espresso machine is an excellent choice for smaller coffee shops or restaurants looking to add high quality espresso from an Italian made and designed automatic espresso machine. Magister produces their coffee machines as a result of very accurate design, with relevant investment in research, betting on the development of technical and procedural innovation.
    ",https://usr-content.s3.us-east-2.amazonaws.com/magister/stilo-series-specsheet.pdf,https://usrbrands.com/products/magister-e100-stilo-220v-third-group-automatic-espresso-machine-with-steam-wand-5400w,https://usrbrands.com/products/magister-e100-stilo-220v-third-group-automatic-espresso-machine-with-steam-wand-5400w
"Magister ES70 STILO 110V Second Group Automatic Espresso Machine with Steam Wand, 2700W",ES70,,MAGISTER,"
                            <ul>
<li>Manufactured in Italy</li>
<li>Second Group Espresso Machine</li>
<li>Automatic, Programmable Dosage</li>
<li>Included Steam Wand</li>
<li>1.3 Gallon Boiler Capacity</li>
<li>Fits Tall 5.3"" High Cups</li>
<li>110V, 2700 Watts</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/products/es70_1_130x.jpg?v=1667535394,"
      Magister's Italian made SILO series espresso machine is an excellent choice for smaller coffee shops or restaurants looking to add high quality espresso from an Italian made and designed automatic espresso machine. Magister produces their coffee machines as a result of very accurate design, with relevant investment in research, betting on the development of technical and procedural innovation.
    ",https://usr-content.s3.us-east-2.amazonaws.com/magister/stilo-series-specsheet.pdf,https://usrbrands.com/products/magister-e70-stilo-110v-second-group-automatic-espresso-machine-with-steam-wand-2700w,https://usrbrands.com/products/magister-e70-stilo-110v-second-group-automatic-espresso-machine-with-steam-wand-2700w
"Magister ES60 STILO 110V Single Group Automatic Espresso Machine with Steam Wand, 1200W",ES60,,MAGISTER,"
                            <ul>
<li>Manufactured in Italy</li>
<li>Single Group Espresso Machine</li>
<li>Automatic, Programmable Dosage</li>
<li>Included Steam Wand</li>
<li>1.1 Gallon Boiler Capacity</li>
<li>Fits Tall 5.3"" High Cups</li>
<li>110V, 1200 Watts</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/products/ms60_1_1_130x.jpg?v=1667534742,"
      Magister's Italian made SILO series espresso machine is an excellent choice for smaller coffee shops or restaurants looking to add high quality espresso from an Italian made and designed automatic espresso machine. Magister produces their coffee machines as a result of very accurate design, with relevant investment in research, betting on the development of technical and procedural innovation.
    ",https://usr-content.s3.us-east-2.amazonaws.com/magister/stilo-series-specsheet.pdf,https://usrbrands.com/products/magister-es60-stilo-120v-single-group-automatic-espresso-machine-with-steam-wand-1200w,https://usrbrands.com/products/magister-es60-stilo-120v-single-group-automatic-espresso-machine-with-steam-wand-1200w
"SW24 24"" Strip Warmer with Support Chains - 120V, 500W",SW24,91,MARCHIA,"
                            <ul>
<li>High wattage strip warmer</li>
<li>Heavy duty stainless steel design</li>
<li>Mounting brackets and support chains included</li>
<li>Side-mounted toggle controls</li>
<li>120v/60/1-ph</li>
<li>500 watts<br>
</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/sw36-strp-warmer-angle_1_69bc086f-be3a-41ac-9951-e1a000fdbe9e_130x.jpg?v=1756088901,"
      This Prepline strip warmer / strip heater is a perfect item to use in restaurants, cafeteria or anywhere that you need to hold food at safe serving temperatures without drying or overcooking it. The heavy-duty stainless steel design provides great durability and corrosion resistance for commercial environments. 
    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/sw-series-specsheet.pdf,https://usrbrands.com/products/sw24-24-strip-warmer-with-support-chains-120v-500w,https://usrbrands.com/products/sw24-24-strip-warmer-with-support-chains-120v-500w
"SW36 36"" Strip Warmer with Support Chains - 120V, 850W",SW36,95,MARCHIA,"
                            <ul>
<li>High wattage strip warmer</li>
<li>Heavy duty stainless steel design</li>
<li>Support chains and porwer cord included</li>
<li>With side-mounted toggle controls</li>
<li>120v/60/1-ph</li>
<li>850 watts<br>
</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/sw36-strp-warmer-angle_1_aea00bb8-9d53-4c70-87ee-d96adbe2b697_130x.jpg?v=1756089201,"
      This Prepline strip warmer / strip heater is a perfect item to use in restaurants, cafeteria or anywhere that you need to hold food at safe serving temperatures without drying or overcooking it. The heavy-duty stainless steel design provides great durability and corrosion resistance for commercial environments. 
    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/sw-series-specsheet.pdf,https://usrbrands.com/products/sw36-36-strip-warmer-with-support-chains-120v-850w,https://usrbrands.com/products/sw36-36-strip-warmer-with-support-chains-120v-850w
"SW48 48"" Strip Warmer with Support Chains - 120V, 1200W",SW48,99,MARCHIA,"
                            <ul>
<li>High wattage strip warmer</li>
<li>Heavy duty stainless steel design</li>
<li>Support chains and porwer cord included</li>
<li>With side-mounted toggle controls</li>
<li>120v/60/1-ph</li>
<li>1200 watts<br>
</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/sw60-strp-warmer-angle_1_130x.jpg?v=1756089342,"
      This Prepline strip warmer / strip heater is a perfect item to use in restaurants, cafeteria or anywhere that you need to hold food at safe serving temperatures without drying or overcooking it. The heavy-duty stainless steel design provides great durability and corrosion resistance for commercial environments. 
    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/sw-series-specsheet.pdf,https://usrbrands.com/products/sw48-48-strip-warmer-with-support-chains-120v-1200w,https://usrbrands.com/products/sw48-48-strip-warmer-with-support-chains-120v-1200w
"SW60 60"" Strip Warmer with Support Chains - 120V, 1550W",SW60,104,MARCHIA,"
                            <ul>
<li>High wattage strip warmer</li>
<li>Heavy duty stainless steel design</li>
<li>Support chains and porwer cord included</li>
<li>With side-mounted toggle controls</li>
<li>120v/60/1-ph</li>
<li>1550 watts<br>
</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/sw60-strp-warmer-angle_1_a84e1d07-3a77-412d-a2e3-0db411990b04_130x.jpg?v=1756089498,"
      This Prepline strip warmer / strip heater is a perfect item to use in restaurants, cafeteria or anywhere that you need to hold food at safe serving temperatures without drying or overcooking it. The heavy-duty stainless steel design provides great durability and corrosion resistance for commercial environments. 
    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/sw-series-specsheet.pdf,https://usrbrands.com/products/sw60-60-strip-warmer-with-support-chains-120v-1550w,https://usrbrands.com/products/sw60-60-strip-warmer-with-support-chains-120v-1550w
"CA45 22"" Curved Glass Countertop Dry Display Case",CA45,123,MARCHIA,"
                            
<ul>
    <li>Upper and lower section</li>
    <li>Rear pull-up doors with knob</li>
    <li>Elegant and compact design</li>
    <li>Easy to clean</li>
    <li>Universal design and use</li>
    <li>(1) Fixed glass shelf</li>
    <li>Curved glass</li>
    <li>Glass and stainless steel construction</li>
</ul>

                          ",https://usrbrands.com/cdn/shop/files/ca45-countertop-dry-bakery-display-case_130x.jpg?v=1756178835,"
      




The Marchia dry display case is perfect for foodservice businesses that are looking to showcase their merchandise so they can boost impulse sales prominently. Present everything from cookies, macaroons, Éclair snacks with this dry display case. With a revealing curve glass elegant design and polished stainless steel base, you can easily attract customers attention





    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/ca45-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/marchia-warranty-refrigeration.pdf,https://usrbrands.com/products/ca45-22-curved-glass-countertop-dry-display-case
"CA70 14"" Curved Glass Extra Deep Countertop Dry Display Case",CA70,158,MARCHIA,"
                            
<ul>
    <li>Upper and lower section</li>
    <li>Rear pull-up doors with knob</li>
    <li>Elegant and compact design</li>
    <li>Easy to clean</li>
    <li>Universal design and use</li>
    <li>(2) Fixed glass shelves</li>
    <li>Curved glass</li>
    <li>Narrow front</li>
    <li>Extra depth</li>
    <li>Glass and stainless steel construction</li>
</ul>

                          ",https://usrbrands.com/cdn/shop/files/marchia-ca70-curved-glass-dry-countertop-food-display-case-bread_130x.jpg?v=1756178997,"
      




The Marchia dry display case is perfect for foodservice businesses that are looking to showcase their merchandise so they can boost impulse sales prominently. Present everything from cookies, macaroons, Éclair snacks with this dry display case. With a revealing curve glass elegant design and polished stainless steel base, you can easily attract customers attention





    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/ca70-specsheet.pdf,https://usrbrands.com/products/ca70-14-curved-glass-extra-deep-countertop-dry-display-case,https://usrbrands.com/products/ca70-14-curved-glass-extra-deep-countertop-dry-display-case
"SA60 16"" Vertical Straight Glass Countertop Dry Display Case",SA60,180,MARCHIA,"
                            
<ul>
    <li>Three section</li>
    <li>Rear pull door with handle</li>
    <li>Elegant and compact design</li>
    <li>Easy to clean</li>
    <li>Universal design and use</li>
    <li>(3) Fixed glass shelves</li>
    <li>Straight glass</li>
    <li>Glass and stainless steel construction</li>
</ul>

                          ",https://usrbrands.com/cdn/shop/files/sa60-dry-glass-countertop-bakery-display-case-cake_130x.jpg?v=1756179078,"
      




The Marchia dry display case is perfect for foodservice businesses that are looking to showcase their merchandise so they can boost impulse sales prominently. Present everything from cookies, macaroons, Éclair snacks with this dry display case. With a revealing curve glass elegant design and polished stainless steel base, you can easily attract customers' attention.





    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/sa60-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/marchia-warranty-refrigeration.pdf,https://usrbrands.com/products/sa60-16-vertical-straight-glass-countertop-dry-display-case
"HSA50 22"" Straight Glass Countertop Hot Food Warmer Display Case",HSA50,218,MARCHIA,"
                            
<ul>
<li>Adjustable temperature controller</li>
<li>Non-adjustable chrome plated shelf</li>
<li>Stainless steel construction and finish</li>
<li>Front and rear access doors</li>
<li>Tempered glass</li>
<li>Countertop model</li>
<li>Rubber feet</li>
<li>Holds temperature between 86°F ~ 194°F</li>
</ul>

                          ",https://usrbrands.com/cdn/shop/products/HSA50_1_130x.jpg?v=1612898525,"
      The Marchia HSA50 22"" Straight Glass Countertop Hot Food Display Warmer is made up of a glass and stainless steel construction. And features an upper and lower section within it's elegant and compact design. 
    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/hsa50-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/marchia-warranty-refrigeration.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/hca45-manual.pdf
"HCA45 22"" Curved Glass Countertop Hot Food Warmer Display Case",HCA45,220,MARCHIA,"
                            
<ul>
 	<li>Adjustable temperature controller</li>
 	<li>Non-adjustable chrome plated shelf</li>
 	<li>Stainless steel construction and finish</li>
 	<li>(2) rear hinge doors</li>
 	<li>Tempered glass</li>
 	<li>Countertop model</li>
 	<li>Rubber feet</li>
 	<li>Holds temperature between 86°F ~ 194°F</li>
</ul>

                          ",https://usrbrands.com/cdn/shop/products/HCA45_1_130x.jpg?v=1612898523,"
      Commercial Food Warmer, Countertop Model, Rubber Feet, Tempered Curved Glass, Food Display Case. Keep your food warm with this holding equipment. Perfect for convenience stores and restaurant food businesses.
    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/hca45-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/marchia-warranty-refrigeration.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/hca45-manual.pdf
"SHCC76 14"" Heated Countertop Display Front and Rear Access Doors",SHCC76,299,MARCHIA,"
                            
<ul>
 	<li>Internal LED lighting</li>
 	<li>Adjustable thermostat control</li>
 	<li>Adjustable shelving and legs</li>
 	<li>Double insulated curved glass</li>
 	<li>Tempered glass</li>
 	<li>Front and rear access doors</li>
 	<li>Stainless steel construction</li>
</ul>

                          ",https://usrbrands.com/cdn/shop/products/SHCC76_130x.jpg?v=1656672003,"
      The Marchia CHCC76 14” heated dual access countertop display case is perfect for keeping your baked goods fresh. The brilliant internal LED illumination on top helps vibrantly display your baked goods or other food products. It also features easy access from both the back of the unit and the front. And the adjustable temperature controller makes it easy to keep your products at the correct temperature.
    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/shcc76-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/marchia-warranty-refrigeration.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/mhcc-shcc-series-manual.pdf
"MHCC76 14"" Heated Countertop Display Front and Rear Access Doors",MHCC76,299,MARCHIA,"
                            
<ul>
 	<li>Internal LED lighting</li>
 	<li>Adjustable thermostat control</li>
 	<li>Adjustable shelving and legs</li>
 	<li>Double insulated curved glass</li>
 	<li>Tempered glass</li>
 	<li>Front and rear access doors</li>
 	<li>Stainless steel construction</li>
</ul>

                          ",https://usrbrands.com/cdn/shop/files/mhcc76heated-countertop-display-with-food-black_130x.jpg?v=1756183635,"
      The Marchia MHCC76 14” heated dual access countertop display case is perfect for keeping your baked goods fresh. The brilliant internal LED illumination on top helps vibrantly display your baked goods or other food products. It also features easy access from both the back of the unit and the front. And the adjustable temperature controller makes it easy to keep your products at the correct temperature.
    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/mhcc76-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/marchia-warranty-refrigeration.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/mhcc-shcc-series-manual.pdf
MDC78S Silver Countertop Refrigerated Glass Display Case with LED Lighting,MDC78S,359,MARCHIA,"
                            <ul>
<li>Use as Front or Rear Access</li>
<li>Brilliant Internal LED lighting</li>
<li>3 Adjustable Shelves</li>
<li>Easy 110V Plug and Play</li>
<li>Silver Exterior Finish<br>
</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/rt-78l-1r_-2_130x.jpg?v=1724666022,"
      Showcase your cases or pastries in this 40"" high refrigerated bakery display case with 4 sides glass. Black, white, or silver colors available! All shelves are adjustable and LED lighting is standard. The door can be front access or rear access, depending on how you orient the unit. All sides are presentable to the customer if desired. Each unit includes a user-accessible digital controller allowing temperature control between 33 F to 54.6 F.
    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/mdc78s-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/marchia-warranty-refrigeration.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/mdc78-series-manual.pdf
MDC78B Black Countertop Refrigerated Glass Display Case with LED Lighting,MDC78B,359,MARCHIA,"
                            <ul>
<li>se as Front or Rear Access</li>
<li>Brilliant Internal LED lighting</li>
<li>3 Adjustable Shelves</li>
<li>Easy 110V Plug and Play</li>
<li>Black Exterior Finish<br>
</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/rt-78-1r_-7_130x.jpg?v=1724665890,"
      Showcase your cases or pastries in this 40"" high refrigerated bakery display case with 4 sides glass. Black, white, or silver colors available! All shelves are adjustable and LED lighting is standard. The door can be front access or rear access, depending on how you orient the unit. All sides are presentable to the customer if desired. Each unit includes a user-accessible digital controller allowing temperature control between 33 F to 54.6 F.
    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/mdc78b-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/marchia-warranty-refrigeration.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/mdc78-series-manual.pdf
"MDC100-W 27"" Refrigerated Countertop Display Case",MDC100-W,367,MARCHIA,"
                            
<ul>
 	<li>Internal LED lighting</li>
 	<li>Adjustable temperature control</li>
 	<li>Adjustable shelving</li>
 	<li>Doulble insulated curved glass</li>
 	<li>Maintenance free condenser</li>
 	<li>Automatic defrost</li>
</ul>

                          ",https://usrbrands.com/cdn/shop/files/mdc100w-2_130x.jpg?v=1687714958,"
      The MDC100-W white refrigerated countertop display case is an attractive option for any bakery, cafe, or market looking to display pastries, baked goods, or drinks at safe temperatures. Brilliant LED lighting illuminates 2 adjustable shelves and the base level. Sliding rear doors allow easy employee access. A user-accessible digital controller allows temperature adjustments between 33°F to 54.6°F. Also available in different sizes and designs!
    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/mdc100-w-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/marchia-warranty-refrigeration.pdf,https://www.kitchenall.com/cdn/content/marchia/mdc100-series-manual.pdf
"MDC100 27"" Refrigerated Countertop Display Case",MDC100,367,MARCHIA,"
                            
<ul>
 	<li>Internal LED lighting</li>
 	<li>Adjustable temperature control</li>
 	<li>Adjustable shelving</li>
 	<li>Doulble insulated curved glass</li>
 	<li>Maintenance free condenser</li>
 	<li>Automatic defrost</li>
</ul>

                          ",https://usrbrands.com/cdn/shop/products/MDC100_1_130x.jpg?v=1612898586,"
      The MDC100 refrigerated countertop display case is an attractive option for any bakery, cafe, or market looking to display pastries, baked goods, or drinks at safe temperatures. Brilliant LED lighting illuminates 2 adjustable shelves and the base level. Sliding rear doors allow easy employee access. A user-accessible digital controller allows temperature adjustments between 33°F to 54.6°F. Also available in different sizes and designs!
    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/mdc100-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/marchia-warranty-refrigeration.pdf,https://www.kitchenall.com/cdn/content/marchia/mdc100-series-manual.pdf
"SHCC96 27"" Heated Countertop Display Front and Rear Access Doors",SHCC96,386,MARCHIA,"
                            
<ul>
    <li>Internal LED lighting</li>
    <li>Adjustable thermostat control</li>
    <li>Adjustable shelving and legs</li>
    <li>Double insulated curved glass</li>
    <li>Tempered glass</li>
    <li>Front and rear access doors</li>
    <li>Stainless steel construction</li>
</ul>

                          ",https://usrbrands.com/cdn/shop/products/shcc96_1_130x.jpg?v=1656672241,"
      The Marchia CHCC96 27” Heated Dual Access Countertop Display case is perfect for keeping your baked goods fresh. The brilliant internal LED illumination on top helps vibrantly display your baked goods or other food products. It also features easy access from both the back of the unit and the front. And the adjustable temperature controller makes it easy to keep your products at the correct temperature. 
    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/shcc96-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/marchia-warranty-refrigeration.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/mhcc-shcc-series-manual.pdf
"MHCC96 27"" Heated Countertop Display Front and Rear Access Doors",MHCC96,386,MARCHIA,"
                            
<ul>
    <li>Internal LED lighting</li>
    <li>Adjustable thermostat control</li>
    <li>Adjustable shelving and legs</li>
    <li>Double insulated curved glass</li>
    <li>Tempered glass</li>
    <li>Front and rear access doors</li>
    <li>Stainless steel construction</li>
</ul>

                          ",https://usrbrands.com/cdn/shop/files/mhcc96heated-countertop-display-with-food-black_130x.jpg?v=1756183130,"
      The Marchia MHCC96 27” Heated Dual Access Countertop Display case is perfect for keeping your baked goods fresh. The brilliant internal LED illumination on top helps vibrantly display your baked goods or other food products. It also features easy access from both the back of the unit and the front. And the adjustable temperature controller makes it easy to keep your products at the correct temperature. 
    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/mhcc96-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/marchia-warranty-refrigeration.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/mhcc-shcc-series-manual.pdf
"MHC121 27"" Heated Slanted Glass Countertop Display Case",MHC121,389,MARCHIA,"
                            <ul>
<li>Brilliant Internal LED illumination on top</li>
<li>Adjustable temperature controller</li>
<li>Temperature display</li>
<li>Adjustable chrome plated shelves</li>
<li>Front flat slanted glass</li>
<li>Sliding doors</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/MHC121-countertop-warmer_130x.jpg?v=1730113613,"
      The Marchia MHC121 27” heated countertop display case is perfect for keeping your baked goods fresh. The brilliant internal LED illumination on top helps vibrantly display your baked goods or other food products. And the adjustable temperature controller makes it easy to keep your products at the correct temperature. 
    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/mhc121-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/marchia-warranty-refrigeration.pdf,https://www.kitchenall.com/cdn/content/marchia/mhc121-mhc161-manual.pdf
"SHCC136 36"" Heated Countertop Display Front and Rear Access Doors",SHCC136,425,MARCHIA,"
                            
<ul>
<li>Internal LED lighting</li>
<li>Adjustable thermostat control</li>
<li>Adjustable shelving and legs</li>
<li>Double insulated curved glass</li>
<li>Tempered glass</li>
<li>Front and rear access doors</li>
<li>Stainless steel construction</li>
</ul>

                          ",https://usrbrands.com/cdn/shop/products/SHCC138_130x.jpg?v=1656672459,"
      The Marchia CHCC136 36” Heated Dual Access Countertop Display case is perfect for keeping your baked goods fresh. The brilliant internal LED illumination on top helps vibrantly display your baked goods or other food products. It also features easy access from both the back of the unit and the front. And the adjustable temperature controller makes it easy to keep your products at the correct temperature. 
    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/shcc136-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/marchia-warranty-refrigeration.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/mhcc-shcc-series-manual.pdf
"MHCC136 36"" Heated Countertop Display Front and Rear Access Doors",MHCC136,425,MARCHIA,"
                            
<ul>
<li>Internal LED lighting</li>
<li>Adjustable thermostat control</li>
<li>Adjustable shelving and legs</li>
<li>Double insulated curved glass</li>
<li>Tempered glass</li>
<li>Front and rear access doors</li>
<li>Stainless steel construction</li>
</ul>

                          ",https://usrbrands.com/cdn/shop/files/mhcc136heated-countertop-display-with-food-black_130x.jpg?v=1756183355,"
      The Marchia MHCC136 36” Heated Dual Access Countertop Display case is perfect for keeping your baked goods fresh. The brilliant internal LED illumination on top helps vibrantly display your baked goods or other food products. It also features easy access from both the back of the unit and the front. And the adjustable temperature controller makes it easy to keep your products at the correct temperature. 
    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/mhcc136-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/marchia-warranty-refrigeration.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/mhcc-shcc-series-manual.pdf
"MHC161 34"" Heated Slanted Glass Countertop Display Case",MHC161,440,MARCHIA,"
                            <ul>
<li>Brilliant Internal LED illumination on top</li>
<li>Adjustable temperature controller</li>
<li>Temperature display</li>
<li>Adjustable chrome plated shelves</li>
<li>Front flat slanted glass</li>
<li>Sliding doors</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/products/mhc161_130x.jpg?v=1627591280,"
      The Marchia MHC161 34” heated countertop display case is perfect for keeping your baked goods fresh. The brilliant internal LED illumination on top helps vibrantly display your baked goods or other food products. And the adjustable temperature controller makes it easy to keep your products at the correct temperature. 
    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/mhc161-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/marchia-warranty-refrigeration.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/mhc121-mhc161-manual.pdf
"MDC121-W 28"" Refrigerated Countertop Display Case",MDC121-W,504,MARCHIA,"
                            
<ul>
 	<li>Brilliant Internal LED illumination on top</li>
 	<li>Digital temperature controller and display</li>
 	<li>Adjustable chrome plated shelves</li>
 	<li>4 sides double glass</li>
 	<li>Front Curved glass</li>
 	<li>Sliding doors</li>
 	<li>Maintenance free condenser</li>
 	<li>Ventilated cooling system</li>
 	<li>Automatic defrost</li>
</ul>

                          ",https://usrbrands.com/cdn/shop/products/mdc-121-w_130x.jpg?v=1632302873,"
      The MDC121-W is a refrigerated countertop display with a stainless steel front and curved glass for excellent viewing angles. As with all Marchia cases, LED lights are standard, and the shelves are adjustable. This refrigerated case holds 33°F to 54.6°F, perfect for bakeries, delis, cafes, and markets. The insulated rear sliding doors allow easy employee access. The case is straightforward to use, just unbox, plug-in, and turn on!
    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/mdc121-w-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/marchia-warranty-refrigeration.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/mdc-series-manual.pdf
"MDC120-ST 27” Refrigerated Display Case, Black Color, Straight Glass",MDC120-ST,504,MARCHIA,"
                            
<ul>
 	<li>Brilliant Internal LED illumination on top</li>
 	<li>Digital temperature controller and display</li>
 	<li>Adjustable chrome plated shelves</li>
 	<li>Four sides double glass</li>
 	<li>Front straight glass</li>
 	<li>Sliding doors</li>
 	<li>Maintenance free condenser</li>
 	<li>Ventilated cooling system</li>
 	<li>Automatic defrost</li>
</ul>

                          ",https://usrbrands.com/cdn/shop/products/mdc120st-0_130x.jpg?v=1632214136,"
      The MDC120-ST is a 27"" refrigerated countertop display with a stainless steel front and straight glass for excellent viewing angles. As with all Marchia cases, LED lights are standard and the shelves are adjustable. This refrigerated case holds 33°F to 54.6°F, perfect for bakeries, delis, cafes, and markets. The insulated rear sliding doors allow easy employee access. The case is very easy to use, just unbox, plug-in, and turn on.
    ",https://usr-content.s3.us-east-2.amazonaws.com/marchia/mdc120-st-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/marchia-warranty-refrigeration.pdf,https://usr-content.s3.us-east-2.amazonaws.com/marchia/mdc-st-series-manual.pdf
